Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2021-09-01 00:00:00-04:00,244.693328857422,247.330001831055,243.75666809082,244.696670532227,39612900,0,0,TSLA
2021-09-02 00:00:00-04:00,244.83332824707,246.990005493164,243.513336181641,244.130004882813,38331900,0,0,TSLA
2021-09-03 00:00:00-04:00,244.08332824707,244.66667175293,241.399993896484,244.523330688477,45738300,0,0,TSLA
2021-09-07 00:00:00-04:00,246.66667175293,253.399993896484,246.419998168945,250.973327636719,60119400,0,0,TSLA
2021-09-08 00:00:00-04:00,253.860000610352,254.816665649414,246.92333984375,251.289993286133,56379000,0,0,TSLA
2021-09-09 00:00:00-04:00,251.136672973633,254.033340454102,250.543334960938,251.619995117188,42233100,0,0,TSLA
2021-09-10 00:00:00-04:00,253.199996948242,254.203338623047,244.839996337891,245.42333984375,45552600,0,0,TSLA
2021-09-13 00:00:00-04:00,246.736663818359,248.259994506836,236.283340454102,247.66667175293,68857500,0,0,TSLA
2021-09-14 00:00:00-04:00,247.523330688477,251.490005493164,245.466659545898,248.163330078125,55574700,0,0,TSLA
2021-09-15 00:00:00-04:00,248.33332824707,252.286666870117,246.119995117188,251.943328857422,46073100,0,0,TSLA
2021-09-16 00:00:00-04:00,250.943328857422,252.970001220703,249.203338623047,252.330001831055,41770200,0,0,TSLA
2021-09-17 00:00:00-04:00,252.383331298828,253.679992675781,250,253.163330078125,84612600,0,0,TSLA
2021-09-20 00:00:00-04:00,244.853332519531,247.33332824707,239.539993286133,243.389999389648,74273100,0,0,TSLA
2021-09-21 00:00:00-04:00,244.929992675781,248.246673583984,243.479995727539,246.460006713867,48992100,0,0,TSLA
2021-09-22 00:00:00-04:00,247.843338012695,251.223327636719,246.373336791992,250.646667480469,45378900,0,0,TSLA
2021-09-23 00:00:00-04:00,251.66667175293,252.733337402344,249.306671142578,251.213333129883,35842500,0,0,TSLA
2021-09-24 00:00:00-04:00,248.630004882813,258.266662597656,248.186660766602,258.130004882813,64119000,0,0,TSLA
2021-09-27 00:00:00-04:00,257.706665039063,266.333343505859,256.436676025391,263.786682128906,84212100,0,0,TSLA
2021-09-28 00:00:00-04:00,262.399993896484,265.213317871094,255.393325805664,259.186676025391,76144200,0,0,TSLA
2021-09-29 00:00:00-04:00,259.933319091797,264.5,256.893341064453,260.436676025391,62828700,0,0,TSLA
2021-09-30 00:00:00-04:00,260.333343505859,263.043334960938,258.333343505859,258.493347167969,53868000,0,0,TSLA
2021-10-01 00:00:00-04:00,259.466674804688,260.260009765625,254.529998779297,258.406677246094,51094200,0,0,TSLA
2021-10-04 00:00:00-04:00,265.5,268.989990234375,258.706665039063,260.510009765625,91449900,0,0,TSLA
2021-10-05 00:00:00-04:00,261.600006103516,265.769989013672,258.066680908203,260.196655273438,55297800,0,0,TSLA
2021-10-06 00:00:00-04:00,258.733337402344,262.220001220703,257.739990234375,260.916656494141,43898400,0,0,TSLA
2021-10-07 00:00:00-04:00,261.820007324219,268.333343505859,261.126678466797,264.536682128906,57587400,0,0,TSLA
2021-10-08 00:00:00-04:00,265.4033203125,265.459991455078,260.303344726563,261.829986572266,50215800,0,0,TSLA
2021-10-11 00:00:00-04:00,262.549987792969,267.079986572266,261.833343505859,263.980010986328,42600900,0,0,TSLA
2021-10-12 00:00:00-04:00,266.976654052734,270.773345947266,265.523345947266,268.573333740234,66060000,0,0,TSLA
2021-10-13 00:00:00-04:00,270.156677246094,271.803344726563,268.593322753906,270.359985351563,42360300,0,0,TSLA
2021-10-14 00:00:00-04:00,271.829986572266,273.416656494141,271.116668701172,272.773345947266,36741600,0,0,TSLA
2021-10-15 00:00:00-04:00,274.579986572266,281.070007324219,274.116668701172,281.010009765625,56773800,0,0,TSLA
2021-10-18 00:00:00-04:00,283.929992675781,291.753326416016,283.823333740234,290.036682128906,72621600,0,0,TSLA
2021-10-19 00:00:00-04:00,292.510009765625,292.649993896484,287.503326416016,288.089996337891,52143300,0,0,TSLA
2021-10-20 00:00:00-04:00,288.450012207031,289.829986572266,285.793334960938,288.600006103516,42096300,0,0,TSLA
2021-10-21 00:00:00-04:00,285.333343505859,300,285.166656494141,298,94444500,0,0,TSLA
2021-10-22 00:00:00-04:00,298.5,303.333343505859,296.986663818359,303.226654052734,68642400,0,0,TSLA
2021-10-25 00:00:00-04:00,316.843322753906,348.339996337891,314.733337402344,341.619995117188,188556300,0,0,TSLA
2021-10-26 00:00:00-04:00,341.563323974609,364.980010986328,333.813323974609,339.476654052734,187245000,0,0,TSLA
2021-10-27 00:00:00-04:00,346.553344726563,356.959991455078,343.593322753906,345.953338623047,115579500,0,0,TSLA
2021-10-28 00:00:00-04:00,356.103332519531,360.333343505859,351.399993896484,359.013336181641,81639600,0,0,TSLA
2021-10-29 00:00:00-04:00,360.619995117188,371.736663818359,357.736663818359,371.333343505859,89755200,0,0,TSLA
2021-11-01 00:00:00-04:00,381.666656494141,403.25,372.886657714844,402.863342285156,168146100,0,0,TSLA
2021-11-02 00:00:00-04:00,386.453338623047,402.863342285156,382,390.666656494141,128213400,0,0,TSLA
2021-11-03 00:00:00-04:00,392.443328857422,405.130004882813,384.206665039063,404.619995117188,103885500,0,0,TSLA
2021-11-04 00:00:00-04:00,411.470001220703,414.496673583984,405.666656494141,409.970001220703,76192200,0,0,TSLA
2021-11-05 00:00:00-04:00,409.333343505859,413.290008544922,402.666656494141,407.363342285156,64886400,0,0,TSLA
2021-11-08 00:00:00-05:00,383.263336181641,399,377.666656494141,387.646667480469,100337100,0,0,TSLA
2021-11-09 00:00:00-05:00,391.200012207031,391.5,337.17333984375,341.166656494141,177317400,0,0,TSLA
2021-11-10 00:00:00-05:00,336.803344726563,359.366668701172,329.103332519531,355.983337402344,128408100,0,0,TSLA
2021-11-11 00:00:00-05:00,367.589996337891,368.323333740234,351.559997558594,354.503326416016,67189800,0,0,TSLA
2021-11-12 00:00:00-05:00,349.166656494141,351.5,339.733337402344,344.473327636719,76719300,0,0,TSLA
2021-11-15 00:00:00-05:00,339.209991455078,343.993347167969,326.200012207031,337.796661376953,104326800,0,0,TSLA
2021-11-16 00:00:00-05:00,334.436676025391,352.399993896484,334.059997558594,351.57666015625,79627200,0,0,TSLA
2021-11-17 00:00:00-05:00,354.503326416016,373.213317871094,351.833343505859,363.003326416016,94336200,0,0,TSLA
2021-11-18 00:00:00-05:00,368.850006103516,370.666656494141,358.339996337891,365.459991455078,62696700,0,0,TSLA
2021-11-19 00:00:00-05:00,366.290008544922,379.573333740234,364.233337402344,379.019989013672,64926900,0,0,TSLA
2021-11-22 00:00:00-05:00,387.443328857422,400.649993896484,377.476654052734,385.623321533203,99217500,0,0,TSLA
2021-11-23 00:00:00-05:00,389.170013427734,393.5,354.233337402344,369.676666259766,108515100,0,0,TSLA
2021-11-24 00:00:00-05:00,360.130004882813,377.589996337891,354,372,67680600,0,0,TSLA
2021-11-26 00:00:00-05:00,366.489990234375,369.593322753906,360.333343505859,360.640014648438,35042700,0,0,TSLA
2021-11-29 00:00:00-05:00,366.996673583984,380.890014648438,366.730010986328,378.996673583984,58393500,0,0,TSLA
2021-11-30 00:00:00-05:00,381.456665039063,389.333343505859,372.666656494141,381.586669921875,81276000,0,0,TSLA
2021-12-01 00:00:00-05:00,386.899993896484,390.946655273438,363.586669921875,365,68450400,0,0,TSLA
2021-12-02 00:00:00-05:00,366.353332519531,371,352.216674804688,361.533325195313,73114800,0,0,TSLA
2021-12-03 00:00:00-05:00,361.5966796875,363.526672363281,333.4033203125,338.323333740234,92322000,0,0,TSLA
2021-12-06 00:00:00-05:00,333.836669921875,340.546661376953,316.833343505859,336.336669921875,81663000,0,0,TSLA
2021-12-07 00:00:00-05:00,348.066680908203,352.556671142578,342.269989013672,350.583343505859,56084700,0,0,TSLA
2021-12-08 00:00:00-05:00,350.9033203125,357.459991455078,344.333343505859,356.320007324219,41906400,0,0,TSLA
2021-12-09 00:00:00-05:00,353.546661376953,354.163330078125,334.119995117188,334.600006103516,59438400,0,0,TSLA
2021-12-10 00:00:00-05:00,336.25,340.32666015625,327.510009765625,339.010009765625,59664300,0,0,TSLA
2021-12-13 00:00:00-05:00,333.696655273438,335,317.140014648438,322.136657714844,78595500,0,0,TSLA
2021-12-14 00:00:00-05:00,315,322.136657714844,310,319.503326416016,70806300,0,0,TSLA
2021-12-15 00:00:00-05:00,317.736663818359,326.25,309.416656494141,325.329986572266,75169200,0,0,TSLA
2021-12-16 00:00:00-05:00,331.5,331.660003662109,307.283325195313,308.973327636719,82771500,0,0,TSLA
2021-12-17 00:00:00-05:00,304.92333984375,320.220001220703,303.013336181641,310.856658935547,100437300,0,0,TSLA
2021-12-20 00:00:00-05:00,303.566680908203,307.230010986328,297.796661376953,299.980010986328,56480100,0,0,TSLA
2021-12-21 00:00:00-05:00,305.623321533203,313.166656494141,295.373321533203,312.843322753906,71517900,0,0,TSLA
2021-12-22 00:00:00-05:00,321.886657714844,338.553344726563,319.016662597656,336.290008544922,93634200,0,0,TSLA
2021-12-23 00:00:00-05:00,335.600006103516,357.660003662109,332.519989013672,355.666656494141,92713200,0,0,TSLA
2021-12-27 00:00:00-05:00,357.890014648438,372.333343505859,356.906677246094,364.646667480469,71145900,0,0,TSLA
2021-12-28 00:00:00-05:00,369.829986572266,373,359.473327636719,362.823333740234,60324000,0,0,TSLA
2021-12-29 00:00:00-05:00,366.213317871094,368,354.713317871094,362.063323974609,56154000,0,0,TSLA
2021-12-30 00:00:00-05:00,353.776672363281,365.183319091797,351.049987792969,356.779998779297,47040900,0,0,TSLA
2021-12-31 00:00:00-05:00,357.813323974609,360.666656494141,351.529998779297,352.260009765625,40733700,0,0,TSLA
2022-01-03 00:00:00-05:00,382.583343505859,400.356658935547,378.679992675781,399.926666259766,103931400,0,0,TSLA
2022-01-04 00:00:00-05:00,396.516662597656,402.666656494141,374.350006103516,383.196655273438,100248300,0,0,TSLA
2022-01-05 00:00:00-05:00,382.216674804688,390.113342285156,360.336669921875,362.706665039063,80119800,0,0,TSLA
2022-01-06 00:00:00-05:00,359,362.666656494141,340.166656494141,354.899993896484,90336600,0,0,TSLA
2022-01-07 00:00:00-05:00,360.123321533203,360.309997558594,336.666656494141,342.320007324219,84164700,0,0,TSLA
2022-01-10 00:00:00-05:00,333.333343505859,353.033325195313,326.666656494141,352.706665039063,91815000,0,0,TSLA
2022-01-11 00:00:00-05:00,351.223327636719,358.616668701172,346.273345947266,354.799987792969,66063300,0,0,TSLA
2022-01-12 00:00:00-05:00,359.616668701172,371.613342285156,357.529998779297,368.739990234375,83739000,0,0,TSLA
2022-01-13 00:00:00-05:00,369.690002441406,371.866668701172,342.179992675781,343.853332519531,97209900,0,0,TSLA
2022-01-14 00:00:00-05:00,339.959991455078,350.666656494141,337.793334960938,349.869995117188,72924300,0,0,TSLA
2022-01-18 00:00:00-05:00,342.203338623047,356.929992675781,338.686676025391,343.503326416016,66743400,0,0,TSLA
2022-01-19 00:00:00-05:00,347.236663818359,351.556671142578,331.666656494141,331.883331298828,75442500,0,0,TSLA
